Artist,Day,Hits,NoOfLoved,Score,Year,DayRanking
The Tiger Lillies,2/1/2019,18,0,30,2019,1
Valley Lodge,2/1/2019,15,0,21,2019,2
Al Holliday,2/1/2019,10,0,14,2019,3
Geoffrey Oryema,2/1/2019,10,0,14,2019,3
The Tiger Lillies,3/1/2019,18,0,18,2019,1
Just Friends,3/1/2019,17,0,23,2019,2
Valley Lodge,3/1/2019,15,0,19,2019,3
The Tiger Lillies,4/1/2019,18,0,18,2019,1
Just Friends,4/1/2019,17,0,17,2019,2
Vanishing Kids,4/1/2019,16,0,20,2019,3
Cappo & Cyrus Malachi,4/1/2019,16,0,20,2019,3
The Tiger Lillies,5/1/2019,24,0,36,2019,1
Just Friends,5/1/2019,18,0,24,2019,2
Vanishing Kids,5/1/2019,16,0,16,2019,3
Cappo & Cyrus Malachi,5/1/2019,16,0,16,2019,3
The Tiger Lillies,6/1/2019,25,0,37,2019,1
Just Friends,6/1/2019,18,0,18,2019,2
Vanishing Kids,6/1/2019,16,0,16,2019,3
Cappo & Cyrus Malachi,6/1/2019,16,0,16,2019,3
The Tiger Lillies,7/1/2019,25,0,25,2019,1
Vanishing Kids,7/1/2019,19,0,25,2019,2
Just Friends,7/1/2019,18,0,18,2019,3
The Tiger Lillies,8/1/2019,25,0,25,2019,1
Just Friends,8/1/2019,24,0,30,2019,2
Vanishing Kids,8/1/2019,19,0,23,2019,3
The Tiger Lillies,9/1/2019,25,0,25,2019,1
Just Friends,9/1/2019,24,0,24,2019,2
Vanishing Kids,9/1/2019,19,0,19,2019,3
Sacred Spirit,10/1/2019,19,0,31,2019,1
Denzel Curry,10/1/2019,16,0,22,2019,2
nonn,10/1/2019,15,0,19,2019,3
Sacred Spirit,11/1/2019,19,0,19,2019,1
nonn,11/1/2019,15,0,15,2019,2
The Tiger Lillies,11/1/2019,14,0,14,2019,3
Sacred Spirit,12/1/2019,19,0,19,2019,1
Just Friends,12/1/2019,15,0,15,2019,2
nonn,12/1/2019,15,0,15,2019,2
The Tiger Lillies,12/1/2019,14,0,14,2019,3
Sacred Spirit,13/1/2019,19,0,19,2019,1
Just Friends,13/1/2019,15,0,15,2019,2
nonn,13/1/2019,15,0,15,2019,2
The Felice Brothers,13/1/2019,12,0,16,2019,3
Sacred Spirit,14/1/2019,19,0,19,2019,1
Just Friends,14/1/2019,15,0,15,2019,2
nonn,14/1/2019,15,0,15,2019,2
The Felice Brothers,14/1/2019,12,0,12,2019,3
The Felice Brothers,15/1/2019,12,0,12,2019,1
Just Friends,15/1/2019,11,0,11,2019,2
Stray Dogg,15/1/2019,11,0,17,2019,2
the scary jokes,15/1/2019,11,0,17,2019,2
Bertrand Louis,15/1/2019,10,0,14,2019,3
Donna The Buffalo,15/1/2019,10,0,14,2019,3
Vanligt Folk,15/1/2019,10,0,14,2019,3
the scary jokes,16/1/2019,12,0,24,2019,1
Just Friends,16/1/2019,11,0,11,2019,2
Stray Dogg,16/1/2019,11,0,11,2019,2
Bertrand Louis,16/1/2019,10,0,10,2019,3
Donna The Buffalo,16/1/2019,10,0,10,2019,3
Vanligt Folk,16/1/2019,10,0,10,2019,3
Donna The Buffalo,17/1/2019,14,0,26,2019,1
the scary jokes,17/1/2019,12,0,18,2019,2
Stray Dogg,17/1/2019,11,0,11,2019,3
Donna The Buffalo,18/1/2019,14,0,26,2019,1
the scary jokes,18/1/2019,12,0,18,2019,2
Stray Dogg,18/1/2019,11,0,11,2019,3
Donna The Buffalo,19/1/2019,14,0,26,2019,1
Stray Dogg,19/1/2019,11,0,11,2019,2
The Young Veins,19/1/2019,11,0,17,2019,2
Bruno Sanfilippo,19/1/2019,10,0,14,2019,3
Senketsu No Night Club,19/1/2019,10,0,14,2019,3
Vanligt Folk,19/1/2019,10,0,10,2019,3
Stray Dogg,20/1/2019,11,0,11,2019,1
The Young Veins,20/1/2019,11,0,11,2019,1
Bruno Sanfilippo,20/1/2019,10,0,10,2019,2
Senketsu No Night Club,20/1/2019,10,0,10,2019,2
Vanligt Folk,20/1/2019,10,0,10,2019,2
Bertrand Burgalat,20/1/2019,9,0,13,2019,3
Unique,20/1/2019,9,0,13,2019,3
The Young Veins,21/1/2019,14,0,26,2019,1
Senketsu No Night Club,21/1/2019,12,0,18,2019,2
Bruno Sanfilippo,21/1/2019,11,0,15,2019,3
The Young Veins,22/1/2019,14,0,26,2019,1
Mono,22/1/2019,13,0,19,2019,2
Pedro the Lion,22/1/2019,12,0,16,2019,3
Senketsu No Night Club,22/1/2019,12,0,16,2019,3
The Ting Tings,22/1/2019,0,1,20,2019,0
Pedro the Lion,26/1/2019,15,0,15,2019,1
Minor Majority,26/1/2019,14,0,14,2019,2
Mono,26/1/2019,14,0,14,2019,2
Odetta,26/1/2019,14,0,14,2019,2
The Ting Tings,26/1/2019,11,0,11,2019,3
Cafe Creme,26/1/2019,0,1,20,2019,0
Pedro the Lion,23/1/2019,15,0,27,2019,1
Pedro the Lion,24/1/2019,15,0,15,2019,1
Pedro the Lion,25/1/2019,15,0,15,2019,1
Minor Majority,23/1/2019,14,0,20,2019,2
Minor Majority,24/1/2019,14,0,14,2019,2
Minor Majority,25/1/2019,14,0,14,2019,2
Odetta,23/1/2019,14,0,20,2019,2
Odetta,24/1/2019,14,0,14,2019,2
Odetta,25/1/2019,14,0,14,2019,2
Mono,23/1/2019,14,0,20,2019,2
Mono,24/1/2019,14,0,14,2019,2
Mono,25/1/2019,14,0,14,2019,2
The Young Veins,23/1/2019,14,0,14,2019,2
The Young Veins,24/1/2019,14,0,14,2019,2
Senketsu No Night Club,23/1/2019,12,0,12,2019,3
Senketsu No Night Club,24/1/2019,12,0,12,2019,3
The Ting Tings,25/1/2019,11,0,15,2019,3
Dystopia,24/1/2019,0,1,20,2019,0
Minor Majority,27/1/2019,18,0,30,2019,1
Odetta,27/1/2019,18,0,30,2019,1
Mono,27/1/2019,15,0,21,2019,2
Pedro the Lion,27/1/2019,15,0,21,2019,2
Quincy Jones,27/1/2019,9,0,13,2019,3
Donna The Buffalo,27/1/2019,0,1,20,2019,0
Unique,27/1/2019,0,1,20,2019,0
Odetta,28/1/2019,18,0,30,2019,1
Pedro the Lion,28/1/2019,15,0,21,2019,2
Mono,28/1/2019,13,0,13,2019,3
Sneaks,29/1/2019,12,0,24,2019,1
Vangelis,29/1/2019,11,0,17,2019,2
Sharon Van Etten,29/1/2019,10,0,14,2019,3
Janelle Monae,29/1/2019,0,1,20,2019,0
Sharon Van Etten,30/1/2019,13,0,25,2019,1
Vangelis,30/1/2019,13,0,25,2019,1
Sneaks,30/1/2019,12,0,12,2019,2
Leyla McCalla,30/1/2019,11,1,35,2019,3
Leyla McCalla,31/1/2019,16,1,48,2019,1
Sneaks,31/1/2019,16,0,28,2019,1
Vangelis,31/1/2019,15,0,21,2019,2
Sharon Van Etten,31/1/2019,13,0,17,2019,3
Leyla McCalla,1/2/2019,16,0,16,2019,1
Sneaks,1/2/2019,16,0,28,2019,1
Sharon Van Etten,1/2/2019,15,0,21,2019,2
Vangelis,1/2/2019,15,0,15,2019,2
Aiff,1/2/2019,10,0,14,2019,3
THOM AND THE WOLVES,1/2/2019,10,0,14,2019,3
Leyla McCalla,2/2/2019,21,0,33,2019,1
Sneaks,2/2/2019,21,0,33,2019,1
Sharon Van Etten,2/2/2019,17,0,23,2019,2
Vangelis,2/2/2019,17,0,23,2019,2
Aiff,2/2/2019,12,0,16,2019,3
Leyla McCalla,3/2/2019,21,0,21,2019,1
Sneaks,3/2/2019,21,0,33,2019,1
Sharon Van Etten,3/2/2019,18,0,24,2019,2
Vangelis,3/2/2019,17,0,17,2019,3
Leyla McCalla,4/2/2019,21,0,21,2019,1
Sneaks,4/2/2019,21,0,21,2019,1
Vangelis,4/2/2019,17,0,17,2019,2
Brand New,4/2/2019,14,0,18,2019,3
Leyla McCalla,5/2/2019,21,0,21,2019,1
Brand New,5/2/2019,14,0,14,2019,2
the scary jokes,5/2/2019,13,0,17,2019,3
Brand New,6/2/2019,14,0,14,2019,1
the scary jokes,6/2/2019,13,0,13,2019,2
Leyla McCalla,6/2/2019,10,0,10,2019,3
Brand New,7/2/2019,14,0,14,2019,1
the scary jokes,7/2/2019,13,0,13,2019,2
Minor Majority,7/2/2019,8,0,12,2019,3
Brand New,8/2/2019,14,0,14,2019,1
the scary jokes,8/2/2019,13,0,13,2019,2
Leyla McCalla,8/2/2019,10,0,14,2019,3
the scary jokes,9/2/2019,13,0,13,2019,1
Brand New,9/2/2019,11,0,11,2019,2
Minor Majority,9/2/2019,8,0,8,2019,3
alt-J,10/2/2019,5,0,17,2019,1
Leyla McCalla,10/2/2019,5,0,17,2019,1
Donna The Buffalo,10/2/2019,4,0,10,2019,2
Minor Majority,10/2/2019,4,0,4,2019,2
Odetta,10/2/2019,4,0,10,2019,2
Pedro the Lion,10/2/2019,4,0,10,2019,2
Senketsu No Night Club,10/2/2019,4,0,10,2019,2
A' La Carte,10/2/2019,3,0,7,2019,3
Bertrand Louis,10/2/2019,3,0,7,2019,3
Field Works,10/2/2019,3,0,7,2019,3
First Aid Kit,10/2/2019,3,0,7,2019,3
Kasabian,10/2/2019,3,0,7,2019,3
Poptone,10/2/2019,3,0,7,2019,3
Rådjuret,10/2/2019,3,0,7,2019,3
Sharon Van Etten,10/2/2019,3,0,3,2019,3
Sneaks,10/2/2019,3,0,3,2019,3
Stray Dogg,10/2/2019,3,0,7,2019,3
The Ting Tings,10/2/2019,3,0,7,2019,3
Zoë Keating,10/2/2019,3,0,7,2019,3
Leyla McCalla,11/2/2019,10,0,22,2019,1
Sharon Van Etten,11/2/2019,6,0,12,2019,2
Sneaks,11/2/2019,6,0,12,2019,2
alt-J,11/2/2019,5,0,5,2019,3
Leyla McCalla,12/2/2019,10,0,10,2019,1
Minor Majority,12/2/2019,7,0,13,2019,2
Sharon Van Etten,12/2/2019,7,0,13,2019,2
Sneaks,12/2/2019,6,0,6,2019,3
The Revolutionary Army of the Infant Jesus,12/2/2019,0,1,20,2019,0
Leyla McCalla,13/2/2019,11,0,23,2019,1
Sharon Van Etten,13/2/2019,8,0,14,2019,2
Minor Majority,13/2/2019,7,0,7,2019,3
Leyla McCalla,14/2/2019,13,0,25,2019,1
Sharon Van Etten,14/2/2019,11,0,17,2019,2
Sneaks,14/2/2019,10,0,14,2019,3
Mercury Rev,15/2/2019,12,0,24,2019,1
Leyla McCalla,15/2/2019,8,0,8,2019,2
Sharon Van Etten,15/2/2019,8,0,8,2019,2
Sneaks,15/2/2019,8,0,8,2019,2
Jozef Van Wissem and Jim Jarmusch,15/2/2019,7,0,11,2019,3
Mercury Rev,16/2/2019,18,1,50,2019,1
Theon Cross,16/2/2019,13,0,19,2019,2
Jozef Van Wissem and Jim Jarmusch,16/2/2019,9,0,13,2019,3
Mercury Rev,17/2/2019,18,0,18,2019,1
Theon Cross,17/2/2019,13,0,13,2019,2
Xiu Xiu,17/2/2019,13,0,19,2019,2
Jozef Van Wissem and Jim Jarmusch,17/2/2019,9,0,9,2019,3
Mercury Rev,18/2/2019,18,0,18,2019,1
Say Anything,18/2/2019,14,0,20,2019,2
Theon Cross,18/2/2019,13,0,13,2019,3
Xiu Xiu,18/2/2019,13,0,13,2019,3
Mercury Rev,19/2/2019,18,0,18,2019,1
Say Anything,19/2/2019,14,0,14,2019,2
Xiu Xiu,19/2/2019,14,0,20,2019,2
Theon Cross,19/2/2019,13,0,13,2019,3
The Limiñanas,19/2/2019,0,1,20,2019,0
Billie Eilish,19/2/2019,0,1,20,2019,0
Mercury Rev,20/2/2019,18,0,18,2019,1
Say Anything,20/2/2019,16,0,22,2019,2
Xiu Xiu,20/2/2019,14,0,14,2019,3
Audiomachine,21/2/2019,31,0,43,2019,1
Mercury Rev,21/2/2019,18,0,18,2019,2
Say Anything,21/2/2019,16,0,16,2019,3
The Black Skirts,22/2/2019,17,0,29,2019,1
Say Anything,22/2/2019,16,0,16,2019,2
The Last Internationale,22/2/2019,16,0,22,2019,2
Camel Power Club,22/2/2019,15,1,39,2019,3
Deidre & the Dark,22/2/2019,15,0,19,2019,3
The Black Skirts,23/2/2019,17,0,17,2019,1
Ryan Bingham,23/2/2019,16,0,22,2019,2
Say Anything,23/2/2019,16,0,22,2019,2
The Last Internationale,23/2/2019,16,0,16,2019,2
Camel Power Club,23/2/2019,15,0,15,2019,3
Deidre & the Dark,23/2/2019,15,0,15,2019,3
The Last Internationale,24/2/2019,21,0,33,2019,1
Camel Power Club,24/2/2019,20,0,26,2019,2
Say Anything,24/2/2019,18,0,22,2019,3
The Last Internationale,25/2/2019,21,0,33,2019,1
Camel Power Club,25/2/2019,20,0,26,2019,2
The Black Skirts,25/2/2019,17,0,17,2019,3
The Last Internationale,26/2/2019,21,0,21,2019,1
Camel Power Club,26/2/2019,20,0,20,2019,2
Balaklava Blues,26/2/2019,17,0,21,2019,3
Nouvelle Vague,26/2/2019,17,0,21,2019,3
The Black Skirts,26/2/2019,17,0,17,2019,3
The Sonic Dawn,26/2/2019,17,0,21,2019,3
Nouvelle Vague,27/2/2019,18,0,30,2019,1
Balaklava Blues,27/2/2019,17,0,17,2019,2
The Sonic Dawn,27/2/2019,17,0,17,2019,2
Ryan Bingham,27/2/2019,16,0,16,2019,3
Nouvelle Vague,28/2/2019,20,0,32,2019,1
Gary Clark Jr.,28/2/2019,18,0,24,2019,2
Balaklava Blues,28/2/2019,17,0,17,2019,3
The Sonic Dawn,28/2/2019,17,0,17,2019,3
The Cat Empire,28/2/2019,0,2,40,2019,0
Gary Clark Jr.,1/3/2019,21,0,33,2019,1
Nouvelle Vague,1/3/2019,20,0,26,2019,2
Du Blonde,1/3/2019,19,0,23,2019,3
Gary Clark Jr.,2/3/2019,21,0,21,2019,1
Nouvelle Vague,2/3/2019,20,0,20,2019,2
Du Blonde,2/3/2019,19,0,19,2019,3
Gary Clark Jr.,3/3/2019,21,0,21,2019,1
Nouvelle Vague,3/3/2019,20,0,20,2019,2
Du Blonde,3/3/2019,19,0,19,2019,3
Gary Clark Jr.,4/3/2019,21,0,21,2019,1
Nouvelle Vague,4/3/2019,20,0,20,2019,2
Du Blonde,4/3/2019,19,0,19,2019,3
Du Blonde,5/3/2019,25,0,37,2019,1
Gary Clark Jr.,5/3/2019,21,0,21,2019,2
Future Trail,5/3/2019,18,0,22,2019,3
Gary Clark Jr.,6/3/2019,22,0,34,2019,1
Future Trail,6/3/2019,19,0,25,2019,2
The Chocolate Watchband,6/3/2019,18,0,22,2019,3
Placebo,6/3/2019,0,1,20,2019,0
Du Blonde,7/3/2019,18,0,18,2019,1
Camel Power Club,7/3/2019,16,0,22,2019,2
The Cat Empire,7/3/2019,13,0,17,2019,3
Camel Power Club,8/3/2019,21,0,33,2019,1
Du Blonde,8/3/2019,12,0,12,2019,2
The Cat Empire,8/3/2019,12,0,12,2019,2
Balaklava Blues,8/3/2019,10,0,14,2019,3
The Last Internationale,8/3/2019,10,0,14,2019,3
Camel Power Club,9/3/2019,18,0,30,2019,1
Du Blonde,9/3/2019,13,0,19,2019,2
The Cat Empire,9/3/2019,13,0,19,2019,2
Nouvelle Vague,9/3/2019,11,0,15,2019,3
Camel Power Club,10/3/2019,18,0,18,2019,1
Du Blonde,10/3/2019,13,0,13,2019,2
The Cat Empire,10/3/2019,13,0,13,2019,2
Nouvelle Vague,10/3/2019,11,0,11,2019,3
Camel Power Club,11/3/2019,18,0,30,2019,1
ANGEL-HO,11/3/2019,15,0,21,2019,2
Du Blonde,11/3/2019,13,0,13,2019,3
The Cat Empire,11/3/2019,13,0,13,2019,3
ANGEL-HO,12/3/2019,15,0,15,2019,1
Camel Power Club,12/3/2019,15,0,15,2019,1
Y La Bamba,12/3/2019,11,0,17,2019,2
Mercury Rev,12/3/2019,9,0,13,2019,3
ANGEL-HO,13/3/2019,15,0,15,2019,1
Matmos,13/3/2019,12,0,18,2019,2
Y La Bamba,13/3/2019,11,0,11,2019,3
ANGEL-HO,14/3/2019,15,0,15,2019,1
Matmos,14/3/2019,12,0,12,2019,2
UNKLE,14/3/2019,12,0,18,2019,2
Y La Bamba,14/3/2019,11,0,11,2019,3
ANGEL-HO,15/3/2019,17,0,29,2019,1
Sam Martin,15/3/2019,15,0,21,2019,2
KimoKal,15/3/2019,14,0,18,2019,3
Matmos,15/3/2019,14,0,18,2019,3
UNKLE,15/3/2019,14,0,18,2019,3
Sam Martin,16/3/2019,18,0,30,2019,1
ANGEL-HO,16/3/2019,17,0,17,2019,2
KimoKal,16/3/2019,15,0,19,2019,3
Sam Martin,17/3/2019,18,0,18,2019,1
ANGEL-HO,17/3/2019,17,0,17,2019,2
KimoKal,17/3/2019,15,0,15,2019,3
Sam Martin,18/3/2019,18,0,18,2019,1
Fun Lovin' Criminals,18/3/2019,14,0,20,2019,2
Matmos,18/3/2019,14,0,20,2019,2
UNKLE,18/3/2019,14,0,20,2019,2
Louis Futon,18/3/2019,13,0,17,2019,3
Sam Martin,19/3/2019,18,0,18,2019,1
Fun Lovin' Criminals,19/3/2019,14,0,14,2019,2
UNKLE,19/3/2019,14,0,14,2019,2
Louis Futon,19/3/2019,13,0,13,2019,3
Sam Martin,20/3/2019,18,0,18,2019,1
Fun Lovin' Criminals,20/3/2019,14,0,14,2019,2
KimoKal,20/3/2019,14,0,14,2019,2
The Japanese House,20/3/2019,14,0,20,2019,2
UNKLE,20/3/2019,14,0,14,2019,2
Louis Futon,20/3/2019,13,0,13,2019,3
Elias Dris,20/3/2019,0,1,20,2019,0
Sam Martin,21/3/2019,18,0,18,2019,1
The Japanese House,21/3/2019,17,0,23,2019,2
Fun Lovin' Criminals,21/3/2019,14,0,14,2019,3
KimoKal,21/3/2019,14,0,14,2019,3
Echo & the Bunnymen,21/3/2019,0,1,20,2019,0
The Japanese House,22/3/2019,17,0,29,2019,1
KimoKal,22/3/2019,14,0,14,2019,2
The Felice Brothers,22/3/2019,14,0,20,2019,2
Elias Dris,22/3/2019,11,0,15,2019,3
The Felice Brothers,23/3/2019,21,0,33,2019,1
The Japanese House,23/3/2019,17,0,23,2019,2
Twin Apple,23/3/2019,14,0,18,2019,3
The Felice Brothers,24/3/2019,20,0,20,2019,1
The Japanese House,24/3/2019,18,0,24,2019,2
Twin Apple,24/3/2019,14,0,14,2019,3
The Felice Brothers,25/3/2019,20,0,20,2019,1
The Japanese House,25/3/2019,18,0,24,2019,2
NBLN,25/3/2019,16,0,20,2019,3
The Felice Brothers,26/3/2019,20,0,20,2019,1
NBLN,26/3/2019,16,0,16,2019,2
Twin Apple,26/3/2019,14,0,14,2019,3
The Felice Brothers,27/3/2019,20,0,20,2019,1
NBLN,27/3/2019,16,0,16,2019,2
Twin Apple,27/3/2019,14,0,14,2019,3
NBLN,28/3/2019,20,3,92,2019,1
The Felice Brothers,28/3/2019,19,0,19,2019,2
The Picturebooks,28/3/2019,13,0,17,2019,3
Rina Mushonga,28/3/2019,0,1,20,2019,0
NBLN,29/3/2019,20,0,32,2019,1
Chris Joss,29/3/2019,13,0,19,2019,2
Angel Du$t,29/3/2019,12,0,16,2019,3
Nilufer Yanya,29/3/2019,12,0,16,2019,3
Rina Mushonga,29/3/2019,12,0,16,2019,3
The Soul Movers,29/3/2019,12,0,16,2019,3
These New Puritans,29/3/2019,12,0,16,2019,3
NBLN,30/3/2019,20,0,20,2019,1
Chris Joss,30/3/2019,13,0,13,2019,2
The Soul Movers,30/3/2019,13,0,19,2019,2
Vivii,30/3/2019,13,0,19,2019,2
Angel Du$t,30/3/2019,12,0,12,2019,3
Nilufer Yanya,30/3/2019,12,0,12,2019,3
Rina Mushonga,30/3/2019,12,0,16,2019,3
These New Puritans,30/3/2019,12,0,12,2019,3
NBLN,31/3/2019,20,0,20,2019,1
Rina Mushonga,31/3/2019,16,0,22,2019,2
Karen O & Danger Mouse,31/3/2019,15,1,39,2019,3
These New Puritans,31/3/2019,15,0,19,2019,3
Rob Benedict,31/3/2019,0,1,20,2019,0
Rina Mushonga,1/4/2019,19,0,31,2019,1
Karen O & Danger Mouse,1/4/2019,18,0,24,2019,2
Nilufer Yanya,1/4/2019,16,0,20,2019,3
These New Puritans,1/4/2019,16,0,20,2019,3
Vivii,1/4/2019,16,0,20,2019,3
Rina Mushonga,2/4/2019,19,0,19,2019,1
Karen O & Danger Mouse,2/4/2019,18,0,18,2019,2
Anteros,2/4/2019,16,0,20,2019,3
Nilufer Yanya,2/4/2019,16,0,16,2019,3
These New Puritans,2/4/2019,16,0,16,2019,3
Vivii,2/4/2019,16,0,16,2019,3
Karen O & Danger Mouse,3/4/2019,19,0,31,2019,1
Rina Mushonga,3/4/2019,18,0,18,2019,2
These New Puritans,3/4/2019,17,0,21,2019,3
Vivii,4/4/2019,19,0,31,2019,1
Radio75,4/4/2019,18,0,24,2019,2
Anteros,4/4/2019,17,0,21,2019,3
Dis Fig,4/4/2019,17,0,21,2019,3
Vivii,5/4/2019,21,0,33,2019,1
Anteros,5/4/2019,18,0,24,2019,2
Karen O & Danger Mouse,5/4/2019,18,0,18,2019,2
Sleeper,5/4/2019,14,0,18,2019,3
Nilufer Yanya,5/4/2019,0,1,20,2019,0
Anteros,6/4/2019,18,0,30,2019,1
Karen O & Danger Mouse,6/4/2019,18,0,18,2019,1
Sleeper,6/4/2019,14,0,14,2019,2
Emily Wells,6/4/2019,12,0,16,2019,3
Little Simz,6/4/2019,12,0,16,2019,3
Yves Jarvis,6/4/2019,0,1,20,2019,0
Anteros,7/4/2019,18,0,18,2019,1
Karen O & Danger Mouse,7/4/2019,15,0,15,2019,2
Little Simz,7/4/2019,14,0,18,2019,3
Sleeper,7/4/2019,14,0,14,2019,3
Anteros,8/4/2019,18,0,18,2019,1
Sleeper,8/4/2019,14,0,14,2019,2
Emily Wells,8/4/2019,13,0,17,2019,3
Karen O & Danger Mouse,8/4/2019,13,0,13,2019,3
Simple as pop,8/4/2019,0,1,20,2019,0
Karen O & Danger Mouse,9/4/2019,13,0,13,2019,1
Vivii,9/4/2019,9,0,9,2019,2
Little Simz,9/4/2019,7,0,7,2019,3
The Cinematic Orchestra,9/4/2019,7,0,11,2019,3
Karen O & Danger Mouse,10/4/2019,12,0,12,2019,1
Vivii,10/4/2019,9,0,9,2019,2
Little Simz,10/4/2019,7,0,7,2019,3
The Cinematic Orchestra,10/4/2019,7,0,7,2019,3
Karen O & Danger Mouse,11/4/2019,7,0,7,2019,1
Vivii,11/4/2019,6,0,6,2019,2
Little Simz,11/4/2019,4,0,4,2019,3
Little Simz; Cleo Sol,11/4/2019,4,0,8,2019,3
Nilufer Yanya,11/4/2019,4,0,4,2019,3
Prizm Prime,11/4/2019,4,0,8,2019,3
Rina Mushonga,11/4/2019,4,0,4,2019,3
Curse Of Lono,11/4/2019,0,1,20,2019,0
Karen O & Danger Mouse,12/4/2019,4,0,4,2019,1
Vivii,12/4/2019,4,0,4,2019,1
Adrian Jean,12/4/2019,3,0,9,2019,2
Alex Francis,12/4/2019,3,0,9,2019,2
American Werewolf Academy,12/4/2019,3,0,9,2019,2
Amy Wilcox,12/4/2019,3,0,9,2019,2
Angelica Garcia,12/4/2019,3,0,9,2019,2
Bad Sounds,12/4/2019,3,0,9,2019,2
Balto,12/4/2019,3,0,9,2019,2
Barrie,12/4/2019,3,0,9,2019,2
Bedouine,12/4/2019,3,0,9,2019,2
Big Joanie,12/4/2019,3,0,9,2019,2
Billy King & The Bad Bad Bad,12/4/2019,3,0,9,2019,2
Billy Strings,12/4/2019,3,0,9,2019,2
BLACK MIDI,12/4/2019,3,0,9,2019,2
Little Simz,12/4/2019,3,0,3,2019,2
Little Simz; Cleo Sol,12/4/2019,3,0,3,2019,2
Nilufer Yanya,12/4/2019,3,0,3,2019,2
The Cinematic Orchestra,12/4/2019,3,0,3,2019,2
Adam Melchor,12/4/2019,2,0,6,2019,3
Akil Ammar,12/4/2019,2,0,6,2019,3
Andy,12/4/2019,2,0,6,2019,3
Angel Du$t,12/4/2019,2,0,6,2019,3
Artux Surfin Boi/AKIN/VISUDY,12/4/2019,2,0,6,2019,3
Bizkit with Butta On the Keytar,12/4/2019,2,0,6,2019,3
Bizou,12/4/2019,2,0,6,2019,3
Blessed,12/4/2019,2,0,6,2019,3
Blinky Bill,12/4/2019,2,0,6,2019,3
Branjae,12/4/2019,2,0,6,2019,3
Brian Temba,12/4/2019,2,0,6,2019,3
Close Talker,12/4/2019,2,0,6,2019,3
Condor Gruppe,12/4/2019,2,0,6,2019,3
Just Friends,12/4/2019,2,0,6,2019,3
Lisa Ekdahl,12/4/2019,2,0,6,2019,3
Mercury Rev,12/4/2019,2,0,6,2019,3
Nouvelle Vague,12/4/2019,2,0,6,2019,3
Prizm Prime,12/4/2019,2,0,2,2019,3
Rina Mushonga,12/4/2019,2,0,2,2019,3
The Black Skirts,12/4/2019,2,0,6,2019,3
Vangelis,12/4/2019,2,0,6,2019,3
Karen O & Danger Mouse,13/4/2019,4,0,4,2019,1
Vivii,13/4/2019,4,0,4,2019,1
Adrian Jean,13/4/2019,3,0,3,2019,2
Alex Francis,13/4/2019,3,0,3,2019,2
American Werewolf Academy,13/4/2019,3,0,3,2019,2
Amy Wilcox,13/4/2019,3,0,3,2019,2
Angelica Garcia,13/4/2019,3,0,3,2019,2
Bad Sounds,13/4/2019,3,0,3,2019,2
Balto,13/4/2019,3,0,3,2019,2
Barrie,13/4/2019,3,0,3,2019,2
Bedouine,13/4/2019,3,0,3,2019,2
Big Joanie,13/4/2019,3,0,3,2019,2
Billy King & The Bad Bad Bad,13/4/2019,3,0,3,2019,2
Billy Strings,13/4/2019,3,0,3,2019,2
BLACK MIDI,13/4/2019,3,0,3,2019,2
Little Simz; Cleo Sol,13/4/2019,3,0,3,2019,2
Nilufer Yanya,13/4/2019,3,0,3,2019,2
The Cinematic Orchestra,13/4/2019,3,0,3,2019,2
Adam Melchor,13/4/2019,2,0,2,2019,3
Akil Ammar,13/4/2019,2,0,2,2019,3
Andy,13/4/2019,2,0,2,2019,3
Angel Du$t,13/4/2019,2,0,2,2019,3
Artux Surfin Boi/AKIN/VISUDY,13/4/2019,2,0,2,2019,3
Bizkit with Butta On the Keytar,13/4/2019,2,0,2,2019,3
Bizou,13/4/2019,2,0,2,2019,3
Blessed,13/4/2019,2,0,2,2019,3
Blinky Bill,13/4/2019,2,0,2,2019,3
Branjae,13/4/2019,2,0,2,2019,3
Brian Temba,13/4/2019,2,0,2,2019,3
Briston Maroney,13/4/2019,2,0,6,2019,3
Casii Stephan and the Midnight Sun,13/4/2019,2,0,6,2019,3
Ceramic Animal,13/4/2019,2,0,6,2019,3
Chiu Pi,13/4/2019,2,0,6,2019,3
Cigarette,13/4/2019,2,0,6,2019,3
Cimafunk,13/4/2019,2,0,6,2019,3
Claire George,13/4/2019,2,0,6,2019,3
Close Talker,13/4/2019,2,0,2,2019,3
Combo Chimbita,13/4/2019,2,0,6,2019,3
Condor Gruppe,13/4/2019,2,0,2,2019,3
Curse Of Lono,13/4/2019,2,0,6,2019,3
Daniel Francis Doyle and the Dreams,13/4/2019,2,0,6,2019,3
Devmo,13/4/2019,2,0,6,2019,3
Devon Church,13/4/2019,2,0,6,2019,3
DJ General Mealz,13/4/2019,2,0,6,2019,3
DJ QuestionMark,13/4/2019,2,0,6,2019,3
Doomsquad,13/4/2019,2,0,6,2019,3
Dopey's Robe,13/4/2019,2,0,6,2019,3
Just Friends,13/4/2019,2,0,2,2019,3
Lisa Ekdahl,13/4/2019,2,0,2,2019,3
Little Simz,13/4/2019,2,0,2,2019,3
BLACK MIDI,14/4/2019,5,1,37,2019,1
Adrian Jean,14/4/2019,4,0,10,2019,2
Alex Francis,14/4/2019,4,0,10,2019,2
American Werewolf Academy,14/4/2019,4,0,10,2019,2
Angelica Garcia,14/4/2019,4,1,30,2019,2
